Id,Community,retweeted_screen_name,Text,Time
982411422905778176,0,Indsamachar,"RT @Indsamachar: Prime Minister Narendra Modi greets a Tamil woman employee who vaccinated him with corona vaccine in Tamil

- The nurse is…",2021-03-01T11:14:57.000Z
40596411,0,ashwinskumar,"RT @ashwinskumar: VP takes VP for VP @VPSecretariat @MVenkaiahNaidu 

Vice-President takes 
Vaccine Protection for 
Virus Prevention",2021-03-01T14:22:30.000Z
101779040,0,Sanjay_Dixit,RT @Sanjay_Dixit: This man's brain expired many years back!,2021-03-01T19:23:03.000Z
987383070,0,varusarath5,RT @varusarath5: #COVID19Vaccine done.!!! https://t.co/nJzHZNV9dm,2021-03-01T10:41:32.000Z
5402612,2,BBCBreaking,RT @BBCBreaking: Single shot of either Oxford-AstraZeneca or Pfizer-BioNTech Covid vaccine reduces chance of needing hospital treatment by…,2021-03-01T17:44:24.000Z
106513394,0,SureshNakhua,"RT @SureshNakhua: If i heard correctly, then Uday Kotak said hesitancy does NOT seem to be there. 

And now read the headline by NDTV

#Fak…",2021-03-01T12:15:28.000Z
245271690,0,shuvmajumdar,RT @shuvmajumdar: So over a year after the PRC installed its military over its public health professionals to mislead the world on a pandem…,2021-03-01T19:17:46.000Z
81582883,0,arunpudur,"RT @arunpudur: PM took the Indian researched &amp; made #Covaxin by Bharat Biotech, administered to him by Nurse Nivedita of Puducherry.

The v…",2021-03-01T09:38:11.000Z
14353202,5,FCDOGovUK,"RT @FCDOGovUK: This month the UK has worked together with our partners to build a safer and fairer world for everyone 🌍

From vaccine acces…",2021-03-01T00:31:36.000Z
784351656355897344,4,CEPIvaccines,"RT @CEPIvaccines: ""Let us celebrate this as a moment of global solidarity in the struggle against the pandemic""💬CEPI CEO, Richard Hatchett…",2021-03-01T08:13:27.000Z
804667111851356160,0,YoSwaroop,RT @YoSwaroop: “The three most important ways to lead people are:… by example… by example… by example.” Will follow your example @narendram…,2021-03-01T04:08:51.000Z
2570642840,0,GoI_MeitY,"RT @GoI_MeitY: With India preparing for the next phase of vaccination, 
@MoHFW_INDIA has issued a list of comorbidities to help individuals…",2021-03-01T10:12:20.000Z
2219225070,0,somuveerraju,RT @somuveerraju: Hon'ble PM Shri @narendramodi waited for his turn like a common man and gave priority to healthcare and frontline workers…,2021-03-01T03:37:15.000Z
24059402,0,KartikeyaTanna,RT @KartikeyaTanna: Modi took the vaccine but libtards feel the poke.,2021-03-01T11:31:59.000Z
45874278,2,petemuntean,RT @petemuntean: BREAKING: The first @UPS truck carrying the Johnson &amp; Johnson vaccine just arrived at the Worldport hub in Louisville. Mor…,2021-03-01T21:59:41.000Z
2686770528,0,_DigitalIndia,"RT @_DigitalIndia: #UPDATE 

You can register for #COVID19 Vaccination only through the #CoWIN Portal: https://t.co/n0wAkTglSa. 

There is…",2021-03-01T10:09:17.000Z
3747691152,0,indrajeetmaximo,RT @indrajeetmaximo: PM Narendra Modi took an early morning drive to AIIMS in New Delhi today without disturbing normal traffic.He filled t…,2021-03-01T18:46:29.000Z
794958848725372928,0,mygovassam,"RT @mygovassam: The 3rd phase of Covid vaccination has been rolled out covering citizens above 60 yrs of age, citizens between 45-59 yrs of…",2021-03-01T11:28:36.000Z
102268884,0,rameshlaus,"RT @rameshlaus: Jus In : PM @narendramodi Ji got his first dose of #CovidVaccine today at #AIIMS this morning..

From today onwards, Senior…",2021-03-01T03:06:53.000Z
312790865,0,PadmajaJoshi,RT @PadmajaJoshi: PM takes the Covaxin injection. Round 2 of Covid vaccination begins https://t.co/GPQUUmVmGV,2021-03-01T09:07:19.000Z
7424642,2,japantimes,RT @japantimes: Japan receives third batch of Pfizer COVID-19 vaccine https://t.co/ZejAXsAbj6,2021-03-01T05:23:56.000Z
28785486,2,ABC,"RT @ABC: BREAKING: FDA advisers vote unanimously to recommend the COVID-19 vaccine from Johnson &amp; Johnson for emergency use authorization,…",2021-03-01T04:11:05.000Z
451301758,0,DrlathaC,"RT @DrlathaC: Young boy was shot by BJP alliance in Bihar because small gathering for Durga Visarjan would spread Covid, but not this 👇

Hi…",2021-03-01T14:21:19.000Z
277899008,0,Prasannasimha,RT @Prasannasimha: Amma took her dose. First in KA.  Please register And Take the vaccine. Registered as soon as portal opened. At 79 if sh…,2021-03-01T08:08:23.000Z
1148030178,0,MundaArjun,RT @MundaArjun: #WATCH: Hon'ble Prime Minister Shri @narendramodi ji took his first dose of the #COVID19 vaccine at AIIMS Delhi today. He w…,2021-03-01T03:04:47.000Z
290180065,2,EricHolthaus,"RT @EricHolthaus: Wow, this is an absolute game changer.

There's now a mRNA vaccine in the works for malaria.

Huge, huge news for Africa.…",2021-03-01T05:10:51.000Z
94530194,0,GoogleIndia,"RT @GoogleIndia: March 2020           March 2021
                      🤝🧼

Even after receiving the COVID-19 vaccine, continue to wear a 😷…",2021-03-01T05:28:40.000Z
107404025,0,Tavysingh,"RT @Tavysingh: After PM Modi, Home Minister @AmitShah to get his first dose of Covid vaccine today. 

#COVID19Vaccination 
#COVAXIN",2021-03-01T05:02:57.000Z
17673635,0,livemint,"RT @livemint: ""Took my first dose of the COVID-19 vaccine at AIIMS. Remarkable how our doctors and scientists have worked in quick time to…",2021-03-01T03:25:38.000Z
68927629,0,moneycontrolcom,"RT @moneycontrolcom: PM @narendramodi leads the way, takes the first #COVID19 vaccine shot as mass rollout begins. 

#NarendraModi #COVIDVa…",2021-03-01T02:06:53.000Z
120350623,0,sssingh21,"RT @sssingh21: Dear Mr @sardanarohit, you organise panel discussion almost on daily basis with politicians discussing #COVID19Vaccine. Coul…",2021-03-01T12:53:36.000Z
4914384040,3,TheBabylonBee,"RT @TheBabylonBee: With Pandemic Ending, People Who Yell At Others To Wear Masks In Danger Of Never Feeling Important Again https://t.co/qr…",2021-03-01T21:26:42.000Z
878261831629815810,0,Eatala_Rajender,"RT @Eatala_Rajender: Took my first dose of the #COVID19Vaccine at Huzurabad Area Hospital. 

Remarkable how our doctors and scientists have…",2021-03-01T08:27:52.000Z
47646735,2,YousefMunayyer,RT @YousefMunayyer: This is 2.5% of the Israeli Occupied Palestinian population that Israel is legally obligated to. The remaining 97.5% co…,2021-03-01T08:46:05.000Z
14173315,2,NBCNews,"RT @NBCNews: BREAKING: ""We've now purchased enough vaccine supply to vaccinate all Americans,"" President Biden says after announcing the pu…",2021-03-01T03:06:27.000Z
2215504453,0,drsangitareddy,RT @drsangitareddy: Namaste! The Wait is over as the #COVID19Vaccine is finally here @HospitalsApollo we can help you register for ur vacci…,2021-03-01T09:04:50.000Z
108252113,1,thevirdas,RT @thevirdas: Can we also have the largest IT tech issue resolving drive because this vaccination server ain't working? Anyone else?,2021-03-01T07:35:28.000Z
1339835893,2,HillaryClinton,RT @HillaryClinton: Incredible news. https://t.co/S8VlXkNbSF,2021-03-01T19:41:01.000Z
24857905,1,SaketGokhale,"RT @SaketGokhale: Even if ANI tells you the time, it's best to fact check it &amp; get it on record.

Filed an RTI with the PMO asking if PM Mo…",2021-03-01T04:20:24.000Z
1164940374374330368,2,ChinaScience,RT @ChinaScience: China's drug regulator Wed accepted an application of a #COVID19 vaccine developed by #CanSino and a team led by Chinese…,2021-03-01T12:55:12.000Z
487118986,2,XHNews,RT @XHNews: Second batch of China's Sinovac vaccine arrives in Mexico https://t.co/WuTd1Y6a3V https://t.co/aBn89fHJLv,2021-03-01T08:47:14.000Z
827185873301037056,0,tfipost,RT @tfipost: Leading by example. PM Modi wears an Assamese Gamchha as nurses from Kerala and Puducherry administer a Covid vaccine shot to…,2021-03-01T10:24:19.000Z
742143,2,BBCWorld,RT @BBCWorld: Johnson &amp; Johnson Covid vaccine: FDA approves single-shot jab https://t.co/CscuPYdmNa,2021-03-01T07:20:38.000Z
249524839,0,kumarnandaj,"RT @kumarnandaj: PM Modi kick-starts Covid-19 vaccination drive as he receives 1st Dose, sppeals to those eligible to get jab https://t.co/…",2021-03-01T03:26:54.000Z
562164552,0,Preetam_M_Rao,"RT @Preetam_M_Rao: Illiterates in India opposed Polio Vaccine in the 1970s citing fear!

Literate Wokes in India are opposing Covid Vaccine…",2021-03-01T21:15:04.000Z
141633175,0,DrKumarVishwas,RT @DrKumarVishwas: What a great scholar and Patriot he is !He taught all of us to remain humble in every situation!Proud of him❤️🙏 At the…,2021-03-01T15:06:13.000Z
1253665449008562178,5,Coronavirusgoo1,"RT @Coronavirusgoo1: New studies have shown that one dose of either the Oxford or Pfizer vaccine reduces hospitalisation by over 90%, with…",2021-03-01T08:28:00.000Z
284920800,0,news18dotcom,"RT @news18dotcom: Ramaswami Parthasarathy, a 97 year-old was the fist to get vaccinated at Manipal Hospital in Bengaluru, as today's vaccin…",2021-03-01T10:57:47.000Z
59026323,0,imravee,"RT @imravee: An Important Info
Share it to your Friends and Relatives 
🙏🙏

#COVID
#COVIDVaccine 
#CoronaVaccine https://t.co/pIkgW05xpf",2021-03-01T05:46:43.000Z
86743314,0,rmahajan25,"RT @rmahajan25: Politicians will tell people what to do, whereas leaders will inspire them to do it.

Thank you @narendramodi Ji to inspire…",2021-03-01T16:05:12.000Z
1240561169296814080,0,covid19indiaorg,"RT @covid19indiaorg: Did you know? Co-WIN APP does NOT have the option to register for vaccination.
Don't try using the app or other namesa…",2021-03-01T11:03:12.000Z
4264422434,0,satyakumar_y,"RT @satyakumar_y: Hon’ble PM @narendramodi Ji took his first dose of the COVID-19 vaccine at AIIMS.

He waited like a common man for his te…",2021-03-01T02:08:54.000Z
2410732195,0,DonitaJose,RT @DonitaJose: Soft launch of vaccine roll out in Telangana for general public (priority groups) to start on March 1st in 102 vaccine cent…,2021-03-01T02:17:05.000Z
54436268,0,sumanthraman,RT @sumanthraman: If you are over 60 years or over 45 yrs with co morbidities go ahead and take the #COVIDVaccine as soon as you can get it…,2021-03-01T00:52:18.000Z
6134882,2,dwnews,"RT @dwnews: ""Everyone agreed that we need a digital vaccination certificate.""

EU leaders announced ""convergence"" around the concept of a v…",2021-03-01T12:11:58.000Z
60843563,0,dhanyarajendran,RT @dhanyarajendran: How to register on Co-WIN portal for vaccination: A step-by-step guide https://t.co/OuFfy6Oj9R,2021-03-01T08:56:52.000Z
37365807,1,Profdilipmandal,RT @Profdilipmandal: 9 cuts in 22 second video. Why ANI? I have done frame by frame analysis of your video and can see many jump shots. Are…,2021-03-01T04:09:59.000Z
2877839294,0,muglikar_,"RT @muglikar_: Test Test Test
Where is vaccine.
How come vaccine has come so fast
Efficacy efficacy efficacy
Why so less jabs
Why is PM not…",2021-03-01T02:22:22.000Z
1305509934797217792,1,ISAY_0RG,"RT @ISAY_0RG: Before the Bihar elections, the NDA leader promised that if we win,then the CORONA Vaccine will be available to all Bihar res…",2021-03-01T08:30:33.000Z
1088949722,1,MnshaP,"RT @MnshaP: 'I am very fit, unlike a lot of fat asses sitting.'

Your Monday evening debate on vaccination, ladies and gentlemen. You could…",2021-03-01T13:58:02.000Z
1277255526028464128,0,news__flicks,"RT @NewsFlicks21: HappyBirthday AmishDevgan
#Happy #birthday to rising #journalist of #India #amishdevgan #HappyBirthday #GodiMedia #Corona…",2021-03-01T10:53:20.000Z
964607168992329728,1,nityamsu,"RT @nityamsu: Before the Bihar elections, the NDA leader promised that if we win,then the CORONA Vaccine will be available to all Bihar res…",2021-03-01T05:29:11.000Z
2217408934,0,mamta_kale,RT @mamta_kale: Our PM shri @narendramodi Ji waited patiently for vaccination drive for people above 60 &amp; 45 years to start &amp; then took the…,2021-03-01T08:06:37.000Z
58242871,0,BesuraTaansane,"RT @BesuraTaansane: Erm..... did I miss reading a ""Thank You India"" in the tweet below Mr Justinder Trudeauwale ?",2021-03-01T07:07:38.000Z
380648579,2,AFP,RT @AFP: #BREAKING Ghana to receive world's first doses of free Covax vaccines: @UNICEF https://t.co/73x91RVzg6,2021-03-01T09:55:27.000Z
2262532860,0,NewsMobileIndia,RT @NewsMobileIndia: #WATCH | Second Phase Of #COVID19 Vaccination Drive Begins Across India: Here's what one of the beneficiaries in #Bhop…,2021-03-01T11:47:19.000Z
282050428,0,kktotlani,"RT @kktotlani: It was great of PM to have vaccine in this normal manner, this is the reason we all are proud of PM Modi. 👏👏👏
But, Burnol mo…",2021-03-01T09:10:27.000Z
755672251832217602,0,theprayagtiwari,"RT @theprayagtiwari: @narendramodi It is because of you, that a cleaner got the first vaccine dose in our country otherwise the famous fami…",2021-03-01T04:34:28.000Z
763681403821109248,1,Dayanidhi_Maran,"RT @Dayanidhi_Maran: PM #Modi fulfills 1 of 3 requests I made in Parliament -

1. Take #vaccine to boost confidence ✅

2. Meet #farmers, li…",2021-03-01T11:19:01.000Z
75311070,1,GauravPandhi,"RT @GauravPandhi: Great, this shall build a lot of confidence in people. The absence of mask is however disappointing &amp; sets a very bad exa…",2021-03-01T05:44:06.000Z
1257597632450457600,3,quay_dr,"RT @quay_dr: @quay_dr @DrLiMengYAN1 

Based on suggestions by co-workers and a careful examination of the entire document, the likely inter…",2021-03-01T02:02:27.000Z
2277402223,0,supriya_sule,RT @supriya_sule: Took My First Dose of #COVID19Vaccine today at JJ Hospital Mumbai. Thanking  Dr. Lahane and the entire team of JJ Hospita…,2021-03-01T12:41:12.000Z
57947582,1,anubhavsinha,RT @anubhavsinha: By the way there’ll be no vaccine for Global Warming. Up Next. Coming Soon.,2021-03-01T08:18:08.000Z
990577808928886784,1,drkafeelkhan,RT @drkafeelkhan: Did @narendramodi sir pay for vaccination ??,2021-03-01T18:03:43.000Z
1146329871418843136,5,vonderleyen,"RT @vonderleyen: We'll present this month a legislative proposal for a Digital Green Pass. The aim is to provide:

•Proof that a person has…",2021-03-01T16:02:55.000Z
1323730225067339784,2,WhiteHouse,"RT @WhiteHouse: Last week, our Administration:

- Purchased enough vaccines for all Americans
- Launched a Health Equity Task Force
- Incre…",2021-03-01T20:21:07.000Z
157981564,5,EU_Commission,"RT @EU_Commission: 🌍There is no vaccine against the climate crisis, but we can anticipate its effects.
Our new strategy on #ClimateChange a…",2021-03-01T09:27:13.000Z
2987671552,2,GovLarryHogan,"RT @GovLarryHogan: The State of Maryland will begin to deploy the single-dose Johnson &amp; Johnson vaccine this week. This vaccine is safe, ef…",2021-03-01T18:37:54.000Z
31310158,2,USNationalGuard,"RT @USNationalGuard: “We started as a COVID testing team, and when we got tasked with starting up the POD vaccination team, we took the mis…",2021-03-01T15:45:33.000Z
193045008,5,BBCDavidWL,"RT @BBCDavidWL: A year ago today, the first positive coronavirus test in Scotland. Quote below is from the First Minister in response: ""the…",2021-03-01T11:15:47.000Z
96900937,2,ndtvfeed,"RT @ndtvfeed: ""Happy To Share"": Odisha Chief Minister Takes Covid Vaccine Shot https://t.co/jdJDVLX5KU https://t.co/dQMffDrwRs",2021-03-01T09:38:43.000Z
10926202,3,adamcarolla,RT @adamcarolla: In California the homeless and prisoners are getting the vaccine before taxpayers.  It sounds like something out of Idiocr…,2021-03-01T20:20:03.000Z
1394079906,0,sbajpai2811,"RT @sbajpai2811: If didi #MamataBanerjee can ride a bike to make a point, why can't the PM go and take a vaccine? What is the photo op in i…",2021-03-01T17:38:41.000Z
1100720220832882688,0,LAKSHMIALAPATI3,"RT @LAKSHMIALAPATI3: Covaxin and Covishield are safe: please get your vaccine both doses safety! https://t.co/7m6l94A3e0 via @YouTube
Watch…",2021-03-01T14:22:13.000Z
1316308173955895296,1,apoorvavaah,"RT @apoorvavaah: During vaccination

Boys:                               Girls: https://t.co/Wdf1xet3TA",2021-03-01T10:51:24.000Z
3150940290,1,thewire_in,"RT @thewire_in: During the Bihar polls last year, experts had questioned the BJP its propriety of offering vaccines at no cost only in exch…",2021-03-01T16:15:05.000Z
17469289,2,nypost,RT @nypost: 23 die in Norway after receiving Pfizer COVID-19 vaccine: officials https://t.co/A56OlLYmz0 https://t.co/uwtmXPKahT,2021-03-01T04:10:55.000Z
40616820,0,sadhavi,RT @sadhavi: Those of us who can afford the vaccine should go to Private centers- for 2 reasons: help our nation in providing free vaccine…,2021-03-01T11:55:31.000Z
25562183,2,Reuters_Health,RT @Reuters_Health: The European Commission will present a proposal in March on creating an EU-wide digital COVID-19 vaccination passport t…,2021-03-01T20:17:18.000Z
1255393579507351554,2,MonicaGandhi9,RT @MonicaGandhi9: Let's put data on why vaccines reduce transmission all in 1 place: Beyond sheer biological plausibility that vaccine-med…,2021-03-01T18:56:23.000Z
1535706559,0,drgsrao,RT @drgsrao: Hon’ble Health Minister of Telangana @Eatala_Rajender recieves the first dose of Covid-19 vaccine at Area Hosp Huzurabad @IPRT…,2021-03-01T18:08:00.000Z
912140384834289665,0,allenmchastanet,"RT @allenmchastanet: Thank you to Prime Minister @narendramodi and our friends from India for donating 25,000 doses of the AstraZeneca COVI…",2021-03-01T20:59:29.000Z
15438913,2,MailOnline,RT @MailOnline: Pfizer's coronavirus vaccine 'may be LESS effective in obese people' https://t.co/TCCfDIkN4a,2021-03-01T23:12:38.000Z
15954704,2,ReutersAsia,"RT @ReutersIndia: Chinese hackers target Indian vaccine makers SII, Bharat Biotech, says security firm https://t.co/bksXgulX9v https://t.co…",2021-03-01T20:19:55.000Z
380285402,2,DailyMail,RT @DailyMail: Pfizer's Covid vaccine may not work as well if you're fat https://t.co/MFAaiXrsSZ,2021-03-01T21:36:56.000Z
18548529,1,Memeghnad,"RT @Memeghnad: *Modiji inaugurates tunnel*

RW: ""Burnol to liberandus!""

*Stadium named after Modiji*

RW: ""Burnol to liberandus!""

*Modiji…",2021-03-01T06:54:47.000Z
86626845,2,EricTopol,"RT @EricTopol: The way to end the week: best US vaccination day
2.2 million, a new record",2021-03-01T03:04:20.000Z
1199628598509858816,0,sridharreddyko3,"RT @sridharreddyko3: Guatemala President thanks PM Modi as India donates 2,00,000 doses of COVID-19 vaccine..

@narendramodi @SafronSuporte…",2021-03-01T08:05:28.000Z
41765544,0,MapmyIndia,RT @MapmyIndia: India’s official CoWIN vaccine registration website https://t.co/XrVornXqch - integrates MapmyIndia Maps &amp; APIs to help use…,2021-03-01T05:10:12.000Z
18667907,2,goldenglobes,RT @goldenglobes: We are proud to contribute a grant to @CoreResponse to assist in their COVID-19 relief efforts across the U.S. as they fo…,2021-03-01T02:46:26.000Z
7744592,2,TODAYshow,RT @TODAYshow: Johnson &amp; Johnson is one of several companies that has developed a potential coronavirus vaccine. CEO and Chairman Alex Gors…,2021-03-01T14:15:19.000Z
1010593116,2,SharkawyMD,"RT @SharkawyMD: In terms of #CovidVaccine ""game changers"" this could be the one. Very robust efficacy &amp; safety data. One dose regimen is a…",2021-03-01T00:45:13.000Z
1240730989992673280,3,LtGovAB,RT @LtGovAB2: Today I took my 91 year old mother in law for her #COVIDVaccine. The process from beginning to end was seamless and efficient…,2021-03-01T05:02:36.000Z
1247824448348012544,0,hariharanCP2,"RT @hariharanCP2: Justin Trudeau Thanks India Over Fighting COVID, Securing Vaccine Doses For Canadians
https://t.co/n3WOEoaPrq

via NaMo A…",2021-03-01T07:57:08.000Z
551426814,5,NHSEngland,"RT @NHSEngland: Lights, camera, vaccine! 🎬
 
Thanks @eltonofficial and @themichaelcaine for encouraging people to get the #COVIDVaccine. (S…",2021-03-01T11:15:49.000Z
584069282,0,StateHealthIN,"RT @StateHealthIN: One million Hoosiers have received their first #COVID19 vaccine!

Read more: https://t.co/aH1EQvejeH

Hoosiers 60+ can r…",2021-03-01T20:15:55.000Z
8775672,2,USArmy,"RT @USArmy: Lt. Gen. Laura Richardson is the commanding general of @USArmyNorth, which is responsible for working with responsible for work…",2021-03-01T14:26:15.000Z
936078120,2,NathanStall,"RT @NathanStall: We have never missed an opportunity to let down older adults during this pandemic.

There are 3.5 million Ontarians age 60…",2021-03-01T19:21:07.000Z
973840117,6,NphcdaNG,"RT @NphcdaNG: To register for #COVID19 Vaccination, visit our website https://t.co/RVn9HsK1Ga and click on ‘COVID-19 Vaccination e-registra…",2021-03-01T12:15:40.000Z
808451126,1,ShaleenMitra,"RT @ShaleenMitra: Registration for COVID Vaccine will start tomorrow.
Here's the process👇

✅Use Co-Win app or log on to https://t.co/voN84R…",2021-03-01T16:04:39.000Z
15808647,2,techreview,RT @techreview: A leaked scientific report from Israel claims Pfizer’s vaccine is stopping nine out of 10 infections and the country could…,2021-03-01T18:22:34.000Z
931260588,1,samjawed65,"RT @samjawed65: Vaccine- 👍
Mask- 👎
Keep that mask on, even after vaccination.",2021-03-01T06:01:55.000Z
51241574,2,AP,"RT @AP: BREAKING: U.S. approves Johnson &amp; Johnson’s single-dose COVID-19 shot, adding a third vaccine option to the race against the virus.…",2021-03-01T06:48:00.000Z
1201519638380724224,1,DombivaliMe,"RT @DombivaliMe: ""Prime Minister Narendra Modi"" 𝗧𝗼𝗼𝗸 𝗙𝗶𝗿𝘀𝘁 𝗗𝗼𝘀𝗲 of The #COVID19Vaccine at AIIMS ‼

▪️𝗚𝗮𝗺𝗰𝗵𝗮 from Assam in The Neck.
▪️𝗩𝗮𝗰𝗰𝗶…",2021-03-01T08:55:21.000Z
3903318556,1,SpiritOfCongres,RT @SpiritOfCongres: Sisters who gave #Covaxin vaccine to PM Modi are Christians. https://t.co/zeEpZOW2S5,2021-03-01T15:20:41.000Z
20878297,3,ezralevant,RT @ezralevant: The unelected president of the European Union has an announcement:,2021-03-01T19:41:59.000Z
151432737,1,rupasubramanya,"RT @rupasubramanya: As India prepares for a mass rollout of its indigenous vaccine, COVAXIN, Brazil prosecutors seek to stop purchase of th…",2021-03-01T02:35:32.000Z
820452522494226433,2,DrTomFrieden,"RT @DrTomFrieden: Which vaccine should you get to protect yourself and others against Covid? The first one you can, when it's your turn.",2021-03-01T01:44:44.000Z
94761188,0,NewIndianXpress,RT @NewIndianXpress: @SumiSukanya @iffathfathima6 @XpressBengaluru @xpresstn As the intranasal vaccine requires minimal training to adminis…,2021-03-01T06:46:07.000Z
19658826,2,newscientist,"RT @newscientist: Can we create a vaccine that protects against all coronaviruses? Researchers are working on it, and hope to start human t…",2021-03-01T04:07:21.000Z
34713362,2,business,"RT @business: JUST IN: Pfizer's Covid vaccine stopped 89.4% of transmission in Israel, the first real-world sign that immunization will cur…",2021-03-01T21:06:38.000Z
51752944,2,johnfraher,"RT @johnfraher: 💉Vaccine Tracker Update-March 1

🌎 241M doses 
🏆 daily average hits record 6.7M 

Time to 75% vaccination at current rate:…",2021-03-01T08:52:29.000Z
17710740,0,dna,"RT @dna: #BREAKING | PM #NarendraModi takes first dose of #COVID19vaccine at AIIMS Delhi

@narendramodi #COVID19Vaccination #CoronavirusVac…",2021-03-01T01:44:50.000Z
935142655213703168,1,zoo_bear,RT @zoo_bear: With looks of Rabindranath Tagore from West Bengal. Is the Photographer from Tamil Nadu??? 🤔,2021-03-01T06:00:48.000Z
1111567384148692993,5,ZuzanaCaputova,"RT @ZuzanaCaputova: “We should offer to our citizens vaccines which are both efficient, but also safe. For me, this means registration by t…",2021-03-01T17:00:09.000Z
11686132,0,b50,"RT @b50: Vaccination at BKC Jumbo Facility has started! Walk in for senior citizens, take a token, wait your turn! Well done @mybmc",2021-03-01T07:32:26.000Z
56627441,1,abhisar_sharma,"RT @abhisar_sharma: Crossing all limits of political hooliganism,  TMC cadre assault the mother of a BJP worker. Is this what Mamta says ""…",2021-03-01T09:04:15.000Z
38400130,7,ChannelNewsAsia,"RT @ChannelNewsAsia: Chinese hackers target Indian vaccine makers SII, Bharat Biotech: Security firm https://t.co/rOli3vrMVb https://t.co/N…",2021-03-01T11:57:45.000Z
1174297440003993601,3,JcandaceJ,"RT @JcandaceJ: If we all wear masks but must still quarantine after any contact with someone who has the 'vid, what is the point of the mas…",2021-03-01T03:25:08.000Z
20402945,2,CNBC,"RT @CNBC: The U.S. will have a vaccine surplus by the end of the year and will donate to other countries, @ScottGottliebMD predicts. The tr…",2021-03-01T11:21:58.000Z
22677397,3,atensnut,"RT @atensnut: If you’ve had the China virus..... should you take the vaccine?

I did..... and I’m not.",2021-03-01T20:54:35.000Z
2301990517,3,barnes_law,RT @barnes_law: Media treats being pro-informed consent as being anti-medicine (hence those who support informed consent in the vaccine env…,2021-03-01T23:25:37.000Z
24733117,2,jilevin,RT @jilevin: MyPillow CEO Mike Lindell Gets MUTED During Live Interview at CPAC as He Spews Vaccine Conspiracy Theories https://t.co/3v7hhG…,2021-03-01T00:00:43.000Z
292929271,3,charliekirk11,"RT @charliekirk11: The more you see the left talk about a mandatory China Virus vaccine card, the more you should ask yourself: Why are the…",2021-03-01T20:55:38.000Z
3932768472,3,EmeraldRobinson,"RT @EmeraldRobinson: Bill Gates in 2018: Let's block out the sun!

Bill Gates in 2019: Let's donate to MIT using my pal Jeffrey Epstein as…",2021-03-01T18:25:35.000Z
4970411,2,AJEnglish,RT @AJEnglish: The @WHO Director-General has said that deals between some high-income countries and manufacturers of COVID-19 vaccines are…,2021-03-01T13:49:08.000Z
87679233,3,AlexBerenson,RT @AlexBerenson: 1/ A 37-year-old doctor in Memphis died Monday of an immune response after receiving the #Covid vaccine. It now appears h…,2021-03-01T22:50:32.000Z
923643522,2,KrishanaSankar,"RT @KrishanaSankar: Sad update on my aunt's family #Covid_19 situation: Her dad passed away 😢, her mom is off ventilator but doesn't rememb…",2021-03-01T16:44:59.000Z
93241358,3,ReaganWorld,RT @ReaganWorld: If Biden had been President in 2020 we would still be waiting on a vaccine because of Trump we have multiple vaccines in w…,2021-03-01T04:57:26.000Z
2476130260,5,SKyriakidesEU,"RT @SKyriakidesEU: ✅ Second @EU_Commission contract with @moderna_tx signed, giving 🇪🇺 Member States access to up to an additional 300 mill…",2021-03-01T17:45:21.000Z
43878033,5,jburnmurdoch,"RT @jburnmurdoch: You love to see it.

Vaccine effect clearer every day in the UK. Amazing how much faster hospital admissions &amp; deaths are…",2021-03-01T06:27:45.000Z
216299334,5,piersmorgan,"RT @piersmorgan: BREAKING: UK covid death toll (104) drops to lowest level since October &amp; cases (5,455) lowest since September. 
With vacc…",2021-03-01T16:49:52.000Z
1107295949703901185,1,SurrbhiM,"RT @SurrbhiM: @narendramodi Which vaccine you took ? Oxford , covishield or covaxin and where is your mask don't you know mask pahanna jaru…",2021-03-01T10:10:21.000Z
281357486,1,Satirical_Dhruv,"RT @Satirical_Dhruv: The founder of Serum institute is Parsi, the nurse who gave the vaccine dose to Modiji is Christian, the hospital wher…",2021-03-01T12:23:08.000Z
886576262537465856,1,InayaSaba,"RT @MohdBM793: My rule is from today, in the same language as the BJP spokesperson will talk, I will answer them and their leader in the sa…",2021-03-01T12:56:50.000Z
34262462,2,SputnikInt,"RT @SputnikInt: Sputnik V vaccination showing ‘encouraging’ results in Argentina, presidential aide says

@sputnikvaccine
https://t.co/kYkq…",2021-03-01T21:58:54.000Z
883249917069713409,0,satisht24,RT @satisht24: Respescted @narendramodi @PMOIndia @drharshvardhan @KTRTRS  Whole word is waiting #Covid Vaccination but our little are wait…,2021-03-01T17:00:14.000Z
804680472,2,JohanComedy,RT @JohanComedy: Give me the Johnson &amp; Johnson 72% efficacy vaccine. I respect coming in late with a C minus.,2021-03-01T01:02:02.000Z
1249319185064153088,1,NarundarM,RT @NarundarM: ModiJi becomes first PM in the world to use both vaccine and vaccination for election campaign.,2021-03-01T07:32:54.000Z
170254080,2,jacobin,"RT @jacobinmag: Finnish researchers had a patent-free COVID-19 vaccine ready last May, which could have allowed countries all over the worl…",2021-03-01T08:43:45.000Z
91882544,3,DineshDSouza,"RT @DineshDSouza: WATCH: President Trump ANNIHILATES Biden for lying about his COVID vaccine plan 

https://t.co/JJXFessVHd",2021-03-01T02:00:58.000Z
259725229,0,ValaAfshar,"RT @ValaAfshar: 10 BREAKTHROUGH TECHNOLOGIES 2021:

1 Messenger RNA vaccines
2 GPT-3 
3 Lithium-metal batteries
4 Data trusts
5 Green hydro…",2021-03-01T16:59:35.000Z
